,artists,acousticness,instrumentalness,valence,mmpopularity,track_genre
2450,828,0.176,0.0,0.778,0.0,2
4828,1352,0.888,0.885,0.23,0.23,4
6174,1814,4.83e-06,0.811,0.155,0.21,6
6436,1880,0.000697,0.399,0.0719,0.17,6
3365,768,0.00187,0.0,0.341,0.01,3
8242,2304,0.00348,0.0113,0.611,0.66,8
205,32,0.878,0.000473,0.224,0.55,0
7521,2244,0.692,0.834,0.612,0.22,7
6029,1874,2.61e-05,0.856,0.0381,0.22,6
6428,1876,0.000318,0.295,0.216,0.17,6
1585,563,0.645,0.0,0.858,0.18,1
6537,1843,0.00325,0.000608,0.0383,0.16,6
315,131,0.199,0.0,0.416,0.53,0
2213,742,0.0735,6.95e-05,0.78,0.01,2
2402,817,0.467,1.86e-06,0.167,0.0,2
4413,1132,0.863,0.919,0.0463,0.56,4
328,38,0.872,1.58e-06,0.142,0.5700000000000001,0
2123,708,0.0492,0.0,0.233,0.76,2
1742,355,0.271,0.824,0.455,0.18,1
3840,1111,0.325,0.434,0.485,0.05,3
376,132,0.278,0.0,0.693,0.34,0
5422,1636,0.874,0.905,0.192,0.52,5
3049,673,0.186,0.0791,0.387,0.8300000000000001,3
275,111,0.729,0.0,0.411,0.46,0
2540,869,0.000549,0.104,0.457,0.48,2
1147,390,0.573,0.0,0.795,0.28,1
2409,813,0.665,0.000178,0.562,0.01,2
1689,426,0.553,0.00312,0.69,0.18,1
8194,899,0.468,2.9e-06,0.267,0.44,8
3374,768,0.246,0.000329,0.757,0.0,3
4475,1248,0.838,0.903,0.262,0.27,4
7465,2234,0.744,0.0,0.484,0.23,7
3763,1098,0.00957,2.72e-05,0.483,0.0,3
7986,2310,0.365,5.22e-06,0.796,0.0,8
8372,2398,0.362,0.749,0.524,0.61,8
2002,687,0.000108,0.0241,0.371,0.0,2
7277,2042,0.639,2.07e-06,0.788,0.25,7
369,157,0.269,0.0,0.759,0.6,0
814,282,0.891,0.00336,0.234,0.26,0
8435,2448,0.0596,0.00476,0.489,0.35,8
3838,1111,0.0715,4.17e-05,0.611,0.06,3
6631,2010,1.07e-05,0.783,0.272,0.39,6
1176,345,0.332,0.703,0.684,0.29,1
6564,1999,1.58e-06,0.819,0.227,0.16,6
4450,1346,0.289,0.929,0.0469,0.38,4
2834,972,0.272,0.0,0.187,0.45,2
2023,695,0.0097,0.000133,0.104,0.85,2
8383,2461,0.663,6.94e-05,0.93,0.36,8
301,123,0.411,0.0,0.466,0.54,0
1842,638,0.525,0.0486,0.885,0.39,1
4180,1240,0.43,0.94,0.0308,0.53,4
1213,413,0.0702,7.82e-06,0.771,0.27,1
6800,2055,0.538,0.00114,0.969,0.36,7
1736,607,0.0722,0.0,0.263,0.17,1
7936,2303,0.881,3.59e-05,0.949,0.0,8
3708,1043,0.303,0.0,0.843,0.71,3
2451,836,0.329,0.000899,0.966,0.03,2
7269,2044,0.22,0.0115,0.746,0.23,7
3714,1093,0.807,0.0,0.627,0.0,3
3239,728,0.0039,0.657,0.101,0.02,3
6556,1793,0.00266,0.00191,0.304,0.16,6
7864,2293,0.925,0.0,0.231,0.0,8
2257,759,0.00512,0.0996,0.548,0.0,2
77,39,0.645,0.266,0.253,0.45,0
5189,1489,0.0227,0.129,0.595,0.5,5
186,56,0.449,1.2e-05,0.267,0.53,0
4798,1408,0.996,0.643,0.317,0.51,4
677,19,0.487,0.0,0.368,0.29,0
2459,836,0.15,1.48e-06,0.478,0.0,2
1468,518,0.116,0.972,0.921,0.22,1
7082,2149,0.632,0.0017,0.827,0.24,7
4721,1252,0.978,0.933,0.0776,0.52,4
1865,426,0.157,0.814,0.914,0.17,1
3218,728,0.00404,0.0978,0.786,0.01,3
4378,1313,0.922,0.937,0.0735,0.53,4
3846,1115,0.239,0.18,0.389,0.52,3
2629,900,0.000321,0.453,0.89,0.0,2
6417,1793,0.000386,0.614,0.0908,0.17,6
4960,1512,0.442,0.886,0.326,0.63,5
586,221,0.901,4.3e-05,0.383,0.29,0
7796,2294,0.0631,0.0,0.942,0.0,8
1193,407,0.055,9.9e-06,0.59,0.25,1
716,216,0.859,0.947,0.184,0.3,0
6839,2044,0.0974,0.969,0.766,0.3,7
2421,777,0.00175,4.26e-06,0.51,0.7000000000000001,2
7500,2058,0.561,0.00452,0.728,0.21,7
4764,1150,0.828,0.927,0.944,0.51,4
201,87,0.658,0.0,0.396,0.47,0
7841,2293,0.764,0.0,0.639,0.0,8
5811,1779,0.00617,0.897,0.245,0.42,6
6915,2051,0.73,0.618,0.77,0.29,7
5327,1457,0.429,0.925,0.0545,0.46,5
5635,1477,0.0655,0.734,0.328,0.45,5
246,103,0.236,0.0,0.936,0.36,0
6689,2024,0.00473,0.278,0.367,0.18,6
1562,405,0.27,0.0,0.625,0.19,1
2280,755,0.0395,0.0,0.776,0.79,2
8219,2390,0.0376,0.0693,0.765,0.49,8
3692,1091,0.138,0.083,0.498,0.66,3
1438,379,0.023,0.89,0.684,0.48,1
5371,1450,0.00325,0.0,0.531,0.53,5
3951,1130,0.558,0.0774,0.035,0.68,4
6821,2047,0.879,6.28e-06,0.436,0.39,7
8518,2337,0.434,1.1e-06,0.641,0.68,8
934,103,0.000165,0.00155,0.667,0.25,0
7990,2303,0.881,3.59e-05,0.949,0.0,8
5903,1771,0.000175,0.000156,0.338,0.4,6
3998,1130,0.797,0.016,0.219,0.67,4
8113,2328,0.229,0.0,0.187,0.73,8
3993,1146,0.961,0.913,0.213,0.6900000000000001,4
1723,604,0.357,2.05e-05,0.488,0.4,1
3363,755,0.0394,0.0,0.776,0.0,3
4473,1248,0.902,0.928,0.217,0.27,4
4795,1441,0.000327,0.886,0.0399,0.36,4
6531,1827,0.00212,0.00748,0.0563,0.41,6
2243,757,0.0392,9.77e-05,0.553,0.54,2
6070,1817,2.68e-05,0.534,0.0965,0.2,6
7175,2145,0.932,0.902,0.925,0.24,7
1055,356,0.174,0.000572,0.432,0.37,1
4177,1128,0.975,3.37e-06,0.279,0.54,4
6872,2083,0.604,0.0,0.713,0.32,7
1868,351,0.54,0.159,0.904,0.18,1
4879,1456,0.113,0.0,0.902,0.6900000000000001,5
5260,1606,0.0286,0.00117,0.324,0.5700000000000001,5
6961,2054,0.507,3.21e-05,0.734,0.27,7
7811,2291,0.217,0.000256,0.902,0.01,8
5333,1545,0.797,0.727,0.168,0.59,5
8483,2502,0.491,0.0,0.601,0.34,8
5060,1486,0.964,0.828,0.0787,0.25,5
8397,2451,0.68,0.0,0.531,0.36,8
8394,899,0.00968,1e-06,0.269,0.39,8
888,90,0.852,0.0,0.41,0.51,0
6264,1937,1.74e-05,0.861,0.12,0.46,6
1358,351,0.862,0.00386,0.473,0.22,1
2361,771,0.0015,3.34e-06,0.752,0.0,2
7963,764,0.358,0.0,0.405,0.68,8
5677,1504,0.0282,0.0,0.715,0.45,5
337,118,0.273,0.0,0.94,0.33,0
1856,643,0.115,8.85e-06,0.71,0.18,1
7190,2129,0.709,0.0,0.286,0.26,7
5263,1457,0.00505,4.58e-05,0.421,0.51,5
2445,831,2.15e-05,0.124,0.223,0.0,2
7482,2042,0.641,3.54e-06,0.512,0.23,7
5313,1620,0.0157,7.29e-06,0.836,0.38,5
7037,2103,0.484,7.3e-06,0.909,0.26,7
7251,2078,0.485,5.65e-05,0.488,0.25,7
3205,1018,0.00038,2.39e-06,0.442,0.73,3
6053,1774,1.31e-06,0.9,0.126,0.46,6
391,164,0.395,4.28e-06,0.157,0.33,0
1739,365,0.484,0.0,0.896,0.2,1
4652,1129,0.933,0.904,0.0523,0.5,4
7565,2153,0.117,0.48,0.967,0.23,7
555,132,0.839,0.000359,0.153,0.31,0
7407,2061,0.696,0.00054,0.422,0.21,7
7187,2171,0.367,0.187,0.966,0.23,7
6389,1845,0.000697,0.731,0.232,0.18,6
1297,450,0.0584,0.455,0.945,0.21,1
4478,1167,0.02,0.00168,0.293,0.18,4
1066,343,0.721,0.0,0.35,0.33,1
4815,1443,0.875,0.927,0.0362,0.06,4
4938,1460,0.0112,0.0,0.35,0.6,5
1008,340,0.325,0.0,0.62,0.37,1
223,15,0.882,0.0,0.339,0.4,0
2613,694,0.000532,0.0,0.607,0.67,2
6357,1936,0.000162,0.933,0.0266,0.17,6
3461,1067,0.0442,0.000242,0.444,0.0,3
6226,1792,0.000303,0.00817,0.0798,0.2,6
7896,2293,0.971,0.0,0.263,0.0,8
1231,418,0.835,3.75e-05,0.776,0.44,1
5844,1793,0.000122,0.313,0.257,0.24,6
7810,718,0.0197,0.01,0.645,0.0,8
3972,1142,0.901,0.449,0.0764,0.0,4
3104,1019,0.211,0.0,0.372,0.68,3
4831,1448,0.902,0.935,0.0762,0.24,4
5848,1779,0.887,0.867,0.115,0.42,6
787,20,0.841,0.0,0.414,0.6,0
502,45,0.833,0.0,0.524,0.45,0
7989,2303,0.564,0.000105,0.969,0.01,8
4463,1174,0.994,0.953,0.0652,0.5,4
6718,1814,9.17e-06,0.692,0.248,0.18,6
875,100,0.636,0.01,0.922,0.27,0
7978,2303,0.881,3.59e-05,0.949,0.0,8
3544,694,0.169,8.74e-05,0.913,0.71,3
163,6,0.867,3.49e-06,0.0915,0.58,0
63,16,0.674,0.0,0.36,0.64,0
1219,391,0.229,0.581,0.855,0.25,1
5361,1633,0.567,0.0,0.29,0.37,5
4623,1140,0.093,0.948,0.0431,0.49,4
995,331,0.0626,0.0,0.764,0.46,1
4022,1162,0.947,0.466,0.0369,0.0,4
6039,1837,6.47e-06,0.704,0.36,0.22,6
4647,1330,0.99,0.848,0.239,0.5,4
1059,331,0.188,0.89,0.854,0.32,1
2809,695,0.316,0.797,0.19,0.67,2
5442,1497,0.00142,0.0,0.514,0.5700000000000001,5
3756,738,0.0839,0.0,0.306,0.65,3
3422,762,0.115,0.00168,0.168,0.0,3
938,131,0.763,1.56e-06,0.336,0.34,0
866,297,0.036,1.23e-06,0.537,0.51,0
3117,1016,0.299,0.0,0.415,0.01,3
4782,1141,0.913,0.152,0.0367,0.38,4
2882,701,0.00117,0.123,0.438,0.44,2
4400,1326,0.346,0.492,0.241,0.54,4
605,116,0.163,0.0926,0.186,0.46,0
1751,374,0.0146,0.78,0.898,0.17,1
6832,2049,0.675,0.0853,0.349,0.31,7
6329,1793,0.431,0.941,0.0326,0.17,6
2972,681,0.0121,1.6e-05,0.418,0.0,3
7441,2049,0.00199,0.000677,0.813,0.24,7
5706,1739,0.342,0.32,0.0972,0.49,5
5602,1710,0.0293,0.0,0.701,0.34,5
4810,1130,0.97,0.378,0.0657,0.44,4
926,315,0.61,0.0,0.609,0.25,0
4107,1134,0.991,0.953,0.212,0.65,4
5273,1545,0.801,0.886,0.109,0.5700000000000001,5
653,0,0.0142,0.014,0.96,0.5,0
7371,2180,0.63,3.82e-06,0.748,0.12,7
8212,2295,0.704,0.0,0.962,0.6900000000000001,8
4405,1130,0.931,0.474,0.187,0.47,4
7522,2158,0.785,0.00549,0.67,0.21,7
5185,1529,0.00526,0.00883,0.404,0.48,5
2095,713,0.00199,0.0,0.821,0.0,2
491,103,0.14,0.0,0.662,0.3,0
3018,1020,0.186,0.0,0.569,0.02,3
7865,2293,0.764,0.0,0.639,0.03,8
6760,1808,5.98e-06,0.891,0.151,0.17,6
2544,872,0.0117,0.0,0.625,0.0,2
878,258,0.451,0.0,0.922,0.27,0
6258,1813,4.03e-06,0.0161,0.519,0.19,6
3751,1093,0.274,0.0,0.546,0.0,3
1119,334,0.000472,0.00188,0.491,0.35,1
1329,461,0.0132,0.000148,0.973,0.27,1
1633,469,0.437,0.0,0.73,0.18,1
7168,2056,0.448,0.016,0.856,0.26,7
2161,728,0.0039,0.657,0.101,0.0,2
4401,1160,0.85,0.939,0.274,0.49,4
2773,782,1.83e-05,2.07e-05,0.537,0.77,2
4472,1248,0.74,0.567,0.182,0.27,4
4329,1127,0.979,0.385,0.193,0.5,4
8285,2421,0.705,0.000133,0.653,0.39,8
4359,1234,0.982,0.87,0.215,0.3,4
7922,2301,0.692,0.000432,0.256,0.0,8
4873,1475,0.217,1.01e-06,0.636,0.62,5
8116,2316,0.181,0.00278,0.426,0.71,8
3466,1069,0.136,0.0,0.699,0.0,3
5413,1535,4.79e-06,0.873,0.139,0.44,5
4526,1167,0.0251,0.84,0.077,0.18,4
7953,2293,0.961,0.0,0.64,0.0,8
1482,523,0.14,0.892,0.87,0.19,1
97,42,0.872,9.68e-06,0.218,0.0,0
5132,1495,3.82e-05,0.837,0.208,0.44,5
3024,684,0.000787,0.0256,0.82,0.03,3
1837,566,0.16,0.773,0.746,0.17,1
1596,348,0.0483,0.815,0.888,0.18,1
4569,1167,0.63,0.895,0.0698,0.19,4
3395,1048,0.000264,0.00249,0.48,0.81,3
6472,1795,6.11e-06,0.384,0.39,0.18,6
2121,724,0.501,0.00406,0.0613,0.71,2
5129,1487,0.00077,2.41e-05,0.775,0.56,5
1613,574,0.00784,0.000598,0.819,0.2,1
242,100,0.169,0.0,0.92,0.37,0
1924,662,0.214,0.0,0.873,0.17,1
8172,2368,0.262,0.0779,0.627,0.55,8
5183,1578,0.00989,0.0,0.53,0.49,5
1535,493,0.409,0.881,0.975,0.2,1
4995,1455,0.00378,2.52e-05,0.602,0.5700000000000001,5
8068,898,0.0393,0.0,0.888,0.56,8
583,100,0.397,0.0,0.744,0.3,0
2367,787,0.114,0.0,0.354,0.76,2
3711,1091,0.439,2.7e-05,0.325,0.01,3
4924,1452,0.304,0.0,0.373,0.7000000000000001,5
6017,1867,0.000243,0.000882,0.254,0.21,6
232,56,0.612,7.97e-06,0.261,0.54,0
2904,674,8.74e-05,0.0777,0.421,0.72,2
368,81,0.0456,0.00436,0.644,0.65,0
5138,1468,0.000913,0.00462,0.502,0.58,5
236,55,0.775,0.0107,0.229,0.51,0
2427,678,0.0387,0.0,0.385,0.6,2
7827,2293,0.733,0.0,0.836,0.0,8
3946,1125,0.533,0.96,0.116,0.65,4
4445,1344,0.673,0.804,0.0572,0.52,4
5232,1598,0.0216,0.0,0.621,0.55,5
6327,1792,0.00929,0.000627,0.146,0.19,6
6411,1809,0.000831,0.668,0.22,0.17,6
2620,882,0.0355,0.0,0.316,0.55,2
3809,861,0.00965,0.0,0.465,0.47,3
1930,405,0.249,0.0,0.282,0.17,1
2307,774,0.159,0.0,0.35,0.0,2
378,37,0.446,0.0,0.48,0.54,0
6903,2093,0.804,8.21e-06,0.835,0.28,7
3850,1116,0.106,0.0,0.452,0.63,3
2444,833,0.242,0.0,0.545,0.0,2
2109,714,0.00177,0.108,0.218,0.0,2
1817,362,0.678,1.56e-05,0.558,0.18,1
389,132,0.00433,0.0,0.425,0.34,0
5749,1476,0.0509,2.21e-05,0.708,0.34,5
2851,808,0.037,2.05e-05,0.498,0.45,2
4575,1128,0.676,0.000153,0.329,0.45,4
4033,1168,0.906,0.96,0.0566,0.64,4
7075,2120,0.955,0.00612,0.0728,0.5,7
1349,347,0.222,0.837,0.962,0.22,1
1709,480,0.737,0.163,0.752,0.18,1
6530,1987,4.07e-06,0.796,0.0514,0.17,6
5463,1666,0.0356,0.938,0.189,0.33,5
4343,1134,0.995,0.951,0.299,0.56,4
7707,2118,0.532,0.00128,0.766,0.19,7
4156,1224,0.992,0.942,0.247,0.64,4
2328,694,0.0515,0.0014,0.917,0.72,2
3964,1128,0.954,4.21e-06,0.298,0.6900000000000001,4
3598,694,0.76,0.133,0.832,0.6900000000000001,3
2492,848,0.00558,1.31e-05,0.922,0.49,2
2163,710,0.194,4.09e-06,0.73,0.0,2
594,210,0.862,0.0,0.21,0.52,0
5510,1679,0.959,0.949,0.102,0.41,5
7287,2046,0.133,0.0462,0.411,0.23,7
5696,1633,0.632,0.0,0.311,0.34,5
3759,862,0.000277,0.104,0.378,0.01,3
7544,2252,0.662,0.0,0.73,0.21,7
1447,514,0.0599,1.52e-05,0.8,0.2,1
225,38,0.876,1.74e-06,0.155,0.4,0
3665,831,2.68e-05,0.00843,0.316,0.0,3
4364,1297,0.621,0.924,0.49,0.54,4
7767,697,0.0039,0.118,0.278,0.84,8
4451,1134,0.793,0.757,0.0391,0.5,4
325,10,0.353,1.75e-06,0.447,0.6,0
7946,2303,0.881,3.59e-05,0.949,0.0,8
803,278,0.89,0.0,0.478,0.45,0
2518,684,0.000247,0.388,0.6,0.73,2
6824,2064,0.833,6.36e-06,0.489,0.31,7
3663,1087,0.108,0.000683,0.522,0.0,3
172,73,0.986,0.905,0.471,0.41,0
6400,1862,2.45e-05,0.835,0.0387,0.18,6
6585,1843,0.000427,0.000601,0.0701,0.17,6
7970,2303,0.881,3.59e-05,0.949,0.0,8
417,93,0.0309,0.0,0.436,0.55,0
5331,1452,0.103,0.0,0.507,0.58,5
2171,700,0.179,1.2e-06,0.803,0.84,2
3842,673,9.45e-05,0.0529,0.147,0.6900000000000001,3
535,100,0.834,1.41e-05,0.894,0.3,0
5718,1617,0.658,0.853,0.157,0.56,5
7125,2159,0.087,3.71e-05,0.91,0.23,7
7051,2118,0.719,0.00815,0.598,0.25,7
3561,786,0.233,0.0,0.236,0.0,3
3508,1072,0.194,9.81e-05,0.72,0.0,3
7664,2053,0.162,0.971,0.962,0.2,7
8290,899,0.411,0.0491,0.863,0.4,8
2678,678,0.00494,1.4e-05,0.269,0.59,2
3312,1019,0.598,0.0,0.312,0.01,3
6262,1871,7.48e-06,0.714,0.133,0.18,6
1372,476,0.0143,0.429,0.725,0.21,1
3947,1129,0.934,0.961,0.036,0.79,4
5920,1832,2.91e-06,0.169,0.0352,0.21,6
5146,1568,0.007,0.0,0.555,0.52,5
5488,1530,0.016,0.0,0.652,0.48,5
4566,1375,0.00231,0.03,0.466,0.27,4
6881,2086,0.688,0.034,0.909,0.28,7
7847,2293,0.971,0.0,0.263,0.0,8
429,26,0.892,3.79e-06,0.492,0.55,0
4396,1322,0.936,0.942,0.428,0.46,4
3503,1073,0.168,0.0,0.757,0.0,3
1521,537,0.0516,0.0,0.656,0.21,1
5345,1464,0.0431,0.0,0.63,0.23,5
8446,2488,0.607,1.82e-06,0.872,0.36,8
1406,375,0.34,0.000878,0.749,0.2,1
4497,1357,0.946,0.943,0.307,0.44,4
4459,1190,0.99,0.909,0.0582,0.5,4
3758,1097,0.604,0.0,0.695,0.01,3
4251,1268,0.627,0.844,0.281,0.04,4
7235,2187,0.901,0.0,0.231,0.38,7
7656,2061,0.309,0.0,0.702,0.2,7
1526,521,0.0954,0.00655,0.826,0.43,1
4102,1198,0.47,0.898,0.143,0.61,4
600,224,0.924,0.0428,0.517,0.55,0
2004,681,0.00142,0.00686,0.394,0.01,2
6089,1885,1.75e-06,0.183,0.121,0.19,6
3097,685,0.0195,0.0,0.462,0.0,3
3129,1016,0.0658,0.0,0.448,0.0,3
3607,1042,0.0243,0.0,0.326,0.0,3
4366,1174,0.993,0.802,0.0879,0.0,4
6270,1807,0.0128,0.215,0.721,0.19,6
5734,1576,0.00925,0.000654,0.424,0.33,5
7668,2202,0.599,3.09e-05,0.97,0.21,7
1250,353,0.799,0.0558,0.854,0.26,1
4944,1466,0.0353,0.0,0.387,0.62,5
3639,821,0.257,7.52e-06,0.716,0.79,3
2110,720,0.175,0.69,0.423,0.0,2
6278,1852,1.4e-05,0.885,0.16,0.18,6
137,7,0.601,2.21e-06,0.264,0.22,0
4538,1146,0.833,0.88,0.0383,0.48,4
259,86,0.933,0.0,0.373,0.56,0
1232,419,0.449,0.253,0.428,0.48,1
6775,2041,0.162,0.149,0.313,0.59,7
8373,2458,0.504,0.0026,0.435,0.68,8
5968,1846,0.252,0.0,0.0629,0.21,6
5064,1486,0.971,0.948,0.0722,0.24,5
4801,1444,0.679,0.675,0.0396,0.49,4
7878,2293,0.733,0.0,0.836,0.0,8
3165,698,0.00409,0.0,0.445,0.72,3
5010,1531,0.719,0.0408,0.401,0.45,5
2589,885,0.264,0.0,0.618,0.47,2
2070,673,0.00304,0.0011,0.367,0.76,2
3017,1020,0.186,0.0,0.569,0.0,3
3989,1145,0.868,0.843,0.0603,0.54,4
7943,2293,0.733,0.0,0.836,0.0,8
4780,1436,0.961,0.918,0.0547,0.52,4
3110,1016,0.0405,0.0,0.195,0.0,3
7071,2049,0.154,0.000639,0.423,0.27,7
675,100,0.84,0.0133,0.905,0.28,0
5948,1775,0.00044,0.834,0.221,0.46,6
7910,2293,0.764,0.0,0.639,0.0,8
3889,877,0.476,0.0512,0.88,0.67,3
6293,1932,2.68e-05,0.054,0.105,0.5,6
5642,1678,0.0218,0.0,0.606,0.33,5
7099,2053,0.203,0.922,0.977,0.24,7
6699,2027,1.71e-06,0.768,0.25,0.17,6
2738,942,0.465,1.18e-06,0.35,0.0,2
8095,2340,0.355,1.96e-05,0.866,0.0,8
2967,1022,0.0253,0.0,0.525,0.03,3
4234,1179,0.982,0.892,0.147,0.53,4
5233,1452,0.0349,9.08e-06,0.939,0.62,5
2142,679,0.0017,0.0158,0.622,0.0,2
4227,1259,0.000649,0.861,0.618,0.34,4
1609,429,0.743,2.09e-06,0.726,0.19,1
6660,1791,0.000513,0.351,0.22,0.18,6
2987,689,0.0601,0.0,0.662,0.0,3
2876,989,0.000303,0.00125,0.371,0.0,2
4824,1443,0.935,0.959,0.096,0.06,4
1610,553,0.294,0.0028,0.927,0.18,1
8024,2317,0.577,0.297,0.497,0.74,8
7558,2214,0.502,1.19e-06,0.771,0.22,7
529,95,0.472,0.0,0.331,0.58,0
6705,1867,1.36e-05,0.966,0.0374,0.17,6
7007,2061,0.231,0.000519,0.685,0.26,7
7712,2048,0.184,0.00344,0.52,0.2,7
7984,2303,0.881,3.59e-05,0.949,0.0,8
6686,2022,0.0117,0.82,0.189,0.17,6
3706,678,0.0122,0.0,0.625,0.61,3
667,191,0.789,3.75e-06,0.615,0.28,0
4753,1429,0.96,0.981,0.0705,0.31,4
697,32,0.911,1.44e-05,0.235,0.48,0
4985,1524,0.000256,0.000743,0.348,0.56,5
1524,519,0.0329,0.0,0.11,0.41,1
4744,1236,0.995,0.886,0.385,0.25,4
4554,1371,0.269,1.2e-06,0.17,0.55,4
3390,742,0.00281,0.0232,0.963,0.0,3
2159,728,0.0039,0.657,0.101,0.0,2
5437,1509,0.238,0.0,0.161,0.47,5
2263,759,8.55e-05,0.000141,0.558,0.0,2
6596,1932,0.00392,0.396,0.0398,0.18,6
5140,1486,0.0159,0.76,0.27,0.48,5
4390,1248,0.863,0.966,0.0721,0.28,4
2329,694,0.76,0.133,0.832,0.6900000000000001,2
7843,2293,0.961,0.0,0.64,0.0,8
735,144,1.09e-05,0.0131,0.417,0.27,0
5268,1611,0.0047,0.821,0.293,0.46,5
3944,1125,0.354,0.912,0.368,0.65,4
82,21,0.902,0.000469,0.298,0.68,0
4996,1455,0.268,0.000278,0.526,0.53,5
4928,1456,0.00647,3.35e-06,0.549,0.63,5
7718,2134,0.962,0.894,0.625,0.21,7
5790,1632,0.303,0.0,0.812,0.32,5
6027,1873,0.013,0.384,0.054,0.2,6
2541,870,0.0847,0.0,0.638,0.48,2
3141,701,0.324,0.231,0.399,0.0,3
5493,1675,0.489,0.0,0.843,0.49,5
2037,685,0.000901,0.0,0.66,0.0,2
6676,1772,0.938,0.87,0.0365,0.35,6
1584,562,0.806,0.000432,0.665,0.19,1
5894,1795,0.000163,0.75,0.117,0.25,6
500,128,0.817,0.00432,0.552,0.47,0
662,241,0.897,0.91,0.173,0.48,0
5108,1561,0.5,0.0,0.264,0.41,5
3030,1025,0.006,0.000708,0.28,0.01,3
5592,1575,0.0818,2.12e-06,0.69,0.35,5
8220,2391,0.00585,2.42e-05,0.238,0.5,8
53,26,0.785,0.0,0.564,0.68,0
8164,2287,0.0585,0.000156,0.544,0.54,8
7849,2293,0.764,0.0,0.639,0.0,8
730,100,0.569,0.0,0.943,0.28,0
1996,682,0.00104,0.0,0.251,0.0,2
6817,2059,0.768,0.000399,0.379,0.37,7
1379,483,0.205,0.0139,0.612,0.2,1
5889,1787,0.000706,0.0152,0.0263,0.22,6
3366,755,0.0394,0.0,0.776,0.01,3
6274,1785,0.00129,0.376,0.036,0.19,6
123,56,0.933,0.0,0.318,0.5700000000000001,0
7930,2296,0.766,0.000638,0.327,0.0,8
979,100,0.721,0.0,0.867,0.26,0
7833,2293,0.764,0.0,0.639,0.0,8
6533,1887,0.00817,0.45,0.108,0.18,6
3797,1018,0.111,0.0,0.594,0.66,3
219,25,0.000298,0.111,0.212,0.54,0
5921,1833,1.98e-05,0.581,0.179,0.23,6
4095,1130,0.874,1.68e-05,0.353,0.63,4
5092,1539,0.735,0.808,0.0955,0.48,5
4736,1236,0.995,0.916,0.196,0.33,4
6594,1974,0.0438,0.633,0.0357,0.16,6
6346,1951,0.0955,0.287,0.111,0.19,6
5105,1456,0.242,0.0,0.411,0.56,5
2264,759,0.000298,2.96e-06,0.409,0.0,2
2825,718,0.0272,0.0468,0.38,0.66,2
5482,1506,0.00923,9.22e-06,0.626,0.54,5
1862,351,0.199,0.00019,0.696,0.18,1
1604,569,0.0149,0.0,0.958,0.18,1
6156,1872,5.4e-06,0.503,0.235,0.19,6
2133,726,0.00746,0.324,0.78,0.0,2
1157,392,0.0674,0.0,0.764,0.3,1
5542,1691,0.346,2.01e-06,0.57,0.44,5
3536,766,0.262,0.00679,0.651,0.0,3
4429,1335,0.972,0.92,0.41,0.5700000000000001,4
1285,440,0.787,0.0124,0.494,0.55,1
7944,2303,0.881,3.59e-05,0.949,0.0,8
5559,1534,0.0509,0.0,0.68,0.5700000000000001,5
1167,395,0.0181,0.739,0.823,0.28,1
5695,1633,0.616,0.0,0.638,0.34,5
6732,1951,0.921,0.971,0.0395,0.17,6
952,132,0.383,2.9e-06,0.47,0.27,0
1328,460,0.394,0.000193,0.834,0.4,1
3905,1021,0.000118,0.0253,0.237,0.74,3
7442,2202,0.687,0.000498,0.937,0.22,7
563,56,0.705,0.00385,0.38,0.52,0
7960,2296,0.766,0.000638,0.327,0.01,8
5078,1552,0.803,0.962,0.071,0.52,5
7126,2160,0.72,0.91,0.908,0.24,7
5927,1836,0.0,0.924,0.16,0.21,6
7286,2091,0.789,0.0,0.968,0.23,7
854,294,0.576,0.0,0.663,0.46,0
4019,1161,0.992,0.934,0.109,0.0,4
3291,719,0.113,0.0,0.615,0.0,3
3897,1036,0.034,8.33e-06,0.647,0.67,3
4844,1456,0.0642,0.0,0.471,0.77,5
719,118,0.303,9.13e-06,0.376,0.28,0
1626,438,0.119,0.000533,0.962,0.5,1
7216,2061,0.665,8.51e-05,0.72,0.23,7
6332,1832,2.91e-05,0.167,0.0271,0.41,6
6639,2014,4.45e-05,0.941,0.102,0.16,6
1394,495,0.549,9.98e-06,0.959,0.22,1
4975,1522,0.177,0.114,0.749,0.07,5
5356,1631,0.00806,0.000151,0.57,0.61,5
7973,2303,0.881,3.59e-05,0.949,0.0,8
2689,847,0.0472,0.00782,0.375,0.46,2
8055,2325,0.19,0.0,0.802,0.0,8
4101,1128,0.979,0.0,0.333,0.54,4
592,222,0.389,0.0,0.519,0.53,0
2069,673,0.131,8.11e-06,0.105,0.78,2
3216,710,0.194,4.09e-06,0.73,0.0,3
5499,1496,0.381,0.0,0.607,0.37,5
7831,2293,0.733,0.0,0.836,0.0,8
2554,872,0.0525,0.0,0.948,0.0,2
791,274,0.835,0.0,0.444,0.54,0
8495,2498,0.641,0.081,0.844,0.02,8
2786,960,0.0617,0.0,0.722,0.45,2
4290,1262,0.963,0.896,0.365,0.58,4
2852,850,0.0692,0.0,0.904,0.45,2
228,95,0.455,0.00295,0.42,0.48,0
2466,841,0.0141,0.0,0.717,0.62,2
133,7,0.184,0.0,0.74,0.35,0
7194,2174,0.275,0.921,0.65,0.24,7
8178,2316,0.477,0.00833,0.448,0.68,8
8411,2303,0.902,0.000474,0.962,0.6,8
